neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,number_of_reviews_ltm
Bang Kho laen,13.70497,100.50402,Entire home/apt,1680,2,3,363,1
Bang Na,13.66505,100.60283,Entire home/apt,950,1,22,342,9
Huai Khwang,13.75441,100.57648,Entire home/apt,1043,2,28,78,9
Huai Khwang,13.75381,100.57614,Entire home/apt,1314,2,35,87,6
Ratchathewi,13.75928,100.54005,Private room,3600,1,0,90,0
Bang Phlat,13.7711,100.4921,Private room,900,1,1,365,0
Khlong Toei,13.70501,100.59202,Entire home/apt,1500,7,1,147,1
Parthum Wan,13.74134,100.54514,Entire home/apt,1950,30,21,232,15
Vadhana,13.73943,100.59079,Entire home/apt,1200,60,22,357,0
Phra Khanong,13.70302,100.60097,Entire home/apt,1699,1,20,365,0
Khlong Toei,13.7189,100.58362,Private room,3000,2,0,90,0
Khlong Toei,13.72751,100.56822,Entire home/apt,1558,1,22,68,15
Phra Nakhon,13.76134,100.49723,Private room,1300,1,9,365,0
Khlong Sam Wa,13.87507,100.73242,Entire home/apt,3000,7,0,365,0
Vadhana,13.73899,100.59094,Entire home/apt,1500,21,6,156,0
Saphan Sung,13.78072,100.68244,Private room,550,1,0,180,0
Sathon,13.7219,100.55274,Private room,630,2,20,82,2
Parthum Wan,13.72354,100.55111,Private room,1300,2,6,86,0
Phra Nakhon,13.76436,100.50314,Private room,3220,1,0,362,0
Sathon,13.71007,100.51797,Entire home/apt,799,1,1,354,1
Bang Na,13.67989,100.60781,Entire home/apt,850,90,32,321,2
Sathon,13.7203,100.53868,Private room,850,1,1,365,0
Phra Nakhon,13.75529,100.50212,Private room,1000,1,1,84,0
Chatu Chak,13.82505,100.57346,Private room,600,1,0,364,0
Bang Sue,13.82042,100.53079,Entire home/apt,900,1,64,186,6
Khlong Toei,13.7224,100.56752,Entire home/apt,12209,31,36,364,15
Vadhana,13.74079,100.56011,Hotel room,7500,1,0,365,0
Vadhana,13.7296,100.57281,Hotel room,5000,1,0,365,0
Vadhana,13.74425,100.55859,Entire home/apt,1490,30,46,331,5
Vadhana,13.73918,100.59017,Entire home/apt,2100,21,0,134,0
Lak Si,13.8938,100.5641,Hotel room,600,1,1,179,1
Lak Si,13.89194,100.56233,Private room,590,1,0,365,0
Vadhana,13.74419,100.55698,Entire home/apt,7214,1,70,319,29
Sai Mai,13.89279,100.68752,Private room,2333,1,7,180,0
Sathon,13.71138,100.52,Entire home/apt,1185,30,38,63,0
Ratchathewi,13.74936,100.55542,Entire home/apt,1393,30,77,129,1
Bangkok Yai,13.74663,100.48526,Entire home/apt,2551,1,54,307,18
Vadhana,13.73869,100.56152,Entire home/apt,3686,4,0,297,0
Din Daeng,13.75615,100.56186,Entire home/apt,1371,1,21,88,2
Don Mueang,13.92454,100.59972,Private room,1200,1,4,333,0
Ratchathewi,13.75175,100.5632,Entire home/apt,720,180,0,364,0
Vadhana,13.74055,100.59041,Entire home/apt,1450,21,0,148,0
Khlong Toei,13.71932,100.58359,Entire home/apt,1500,21,6,146,0
Bang Khen,13.85416,100.63668,Entire home/apt,494,365,0,364,0
Lat Krabang,13.75257,100.7495,Private room,1090,1,6,352,1
Sathon,13.71656,100.52979,Entire home/apt,836,1,65,312,22
Bang Sue,13.8298,100.52876,Entire home/apt,1000,7,1,345,0
Suanluang,13.711642,100.606834,Entire home/apt,904,1,27,295,17
Bang Khae,13.70985,100.38395,Private room,900,7,1,90,0
Vadhana,13.74238,100.55544,Private room,10000,1,0,365,0
Khlong Toei,13.74093,100.55486,Private room,10000,1,0,365,0
Yan na wa,13.70093,100.54362,Entire home/apt,1200,5,16,27,6
Bueng Kum,13.78025,100.66755,Entire home/apt,1108,1,0,365,0
Ratchathewi,13.75241,100.53749,Entire home/apt,2100,30,82,19,22
Bang Phlat,13.77814,100.48084,Hotel room,2100,1,0,341,0
Vadhana,13.7445,100.55526,Entire home/apt,2000,21,21,254,2
Sathon,13.70987,100.51984,Private room,1300,2,24,279,7
Ratchathewi,13.75233,100.5309,Private room,1529,1,24,176,6
Huai Khwang,13.7549,100.57486,Entire home/apt,18000,360,0,358,0
Sathon,13.71365,100.5357,Entire home/apt,2038,2,10,168,6
Khlong Toei,13.72544,100.56622,Entire home/apt,1071,3,52,107,0
Ratchathewi,13.75215,100.53052,Entire home/apt,4500,28,0,180,0
Vadhana,13.73663,100.5824,Private room,2000,90,0,173,0
Vadhana,13.73218,100.57618,Entire home/apt,9338,1,91,140,25
Ratchathewi,13.75872802734375,100.5439682006836,Private room,1899,1,4,358,1
Vadhana,13.74041,100.59074,Entire home/apt,2100,21,2,93,2
Ratchathewi,13.74869,100.55655,Entire home/apt,2736,28,84,177,0
Bangkok Yai,13.73128,100.46942,Private room,5368,1,0,365,0
Bang Phlat,13.77813,100.48078,Hotel room,1464,1,0,361,0
Chatu Chak,13.82563,100.56532,Entire home/apt,631,30,58,65,0
Bang Phlat,13.7773,100.48457,Entire home/apt,650,30,0,83,0
Khlong Toei,13.72421,100.56753,Entire home/apt,1580,2,84,310,22
Ratchathewi,13.76381,100.54087,Entire home/apt,1350,28,35,148,2
Khlong Toei,13.72369,100.57352,Entire home/apt,2300,300,4,362,0
Khlong Toei,13.7254,100.56545,Entire home/apt,1580,2,76,130,23
Phaya Thai,13.79486,100.54924,Entire home/apt,1300,21,33,310,2
Khlong Toei,13.73654,100.55433,Entire home/apt,1212,2,68,71,15
Khlong Toei,13.73752,100.55331,Entire home/apt,1165,2,58,123,13
Vadhana,13.7396,100.58862,Entire home/apt,1450,21,4,149,3
Vadhana,13.74137,100.59024,Entire home/apt,1400,21,2,134,2
Vadhana,13.74083,100.59086,Entire home/apt,1400,21,4,156,4
Khlong Toei,13.70943,100.59896,Entire home/apt,3500,15,0,365,0
Vadhana,13.74072,100.59078,Entire home/apt,1450,21,0,160,0
Phra Nakhon,13.76726,100.50172,Private room,2036,1,5,351,1
Phra Nakhon,13.76865,100.50139,Shared room,476,1,19,364,6
Vadhana,13.73937,100.59028,Entire home/apt,1450,21,0,134,0
Ratchathewi,13.75094,100.55649,Entire home/apt,2814,2,28,292,0
Ratchathewi,13.75906,100.54008,Shared room,2700,1,0,180,0
Huai Khwang,13.75598,100.57655,Entire home/apt,900,30,23,74,0
Ratchathewi,13.75937,100.54171,Private room,1300,1,0,180,0
Ratchathewi,13.75007,100.54311,Entire home/apt,2445,28,85,159,2
Huai Khwang,13.75954,100.57052,Entire home/apt,1800,5,57,300,11
Vadhana,13.73945,100.58881,Entire home/apt,2100,21,1,139,1
Phra Nakhon,13.74853,100.49624,Private room,914,1,78,108,21
Lat Krabang,13.76255,100.74873,Private room,590,1,5,353,5
Khlong Toei,13.73716,100.55746,Entire home/apt,1797,5,31,166,22
Vadhana,13.741,100.59042,Entire home/apt,2100,15,4,163,4
Khlong Toei,13.70483,100.59124,Entire home/apt,1200,3,4,353,2
Suanluang,13.73823,100.64294,Private room,866,30,0,180,0
Ratchathewi,13.757523536682127,100.5433349609375,Private room,1599,1,3,359,0
Khlong Toei,13.70388,100.5953,Entire home/apt,875,30,15,83,4
Khlong Toei,13.7147,100.59057,Entire home/apt,776,30,9,65,2
Khlong Toei,13.70538,100.5931,Entire home/apt,777,30,22,60,1
Khlong Toei,13.70509,100.59398,Entire home/apt,776,28,2,343,0
Khlong Toei,13.70496,100.59389,Entire home/apt,682,30,12,166,1
Bang Phlat,13.79925,100.50795,Entire home/apt,522,31,1,169,1
Bang Sue,13.80246,100.52546,Entire home/apt,5452,3,29,67,1
Don Mueang,13.95139,100.61643,Private room,3360,1,43,266,1
Don Mueang,13.94953,100.61725,Private room,8654,1,25,350,0
Don Mueang,13.91387,100.57577,Hotel room,678,1,0,365,0
Phra Nakhon,13.74688,100.49618,Private room,1857,1,65,261,11
Phra Nakhon,13.76541,100.50022,Private room,1500,1,0,180,0
Khlong San,13.73248,100.5102,Entire home/apt,500,5,23,82,7
Khlong San,13.72133,100.49308,Entire home/apt,1300,30,14,148,3
Chatu Chak,13.79656,100.5512,Entire home/apt,1329,20,28,278,10
Samphanthawong,13.73976,100.50546,Entire home/apt,8771,2,61,316,22
Vadhana,13.72093,100.6049,Entire home/apt,1675,1,122,319,36
Chatu Chak,13.80376,100.57754,Private room,700,1,0,90,0
Bang Rak,13.7259,100.53131,Entire home/apt,4000,1,43,329,13
Bang Khun thain,13.63228,100.42739,Private room,717,1,0,180,0
Pra Wet,13.69332,100.69943,Private room,900,2,3,173,0
Huai Khwang,13.76099,100.56765,Entire home/apt,3114,1,33,90,11
Din Daeng,13.79039,100.5742,Private room,700,1,18,355,2
Dusit,13.761680603027344,100.51485443115234,Private room,1200,30,0,365,0
Khlong Toei,13.72483,100.56657,Hotel room,1771,1,18,87,5
Huai Khwang,13.79605,100.5889,Entire home/apt,800,30,0,365,0
Sathon,13.72023,100.54731,Private room,1000,1,0,362,0
Sathon,13.7223,100.54522,Private room,1000,1,1,365,0
Vadhana,13.73349,100.57291,Entire home/apt,2263,15,2,155,0
Khlong Toei,13.72473,100.56755,Hotel room,1636,1,15,85,3
Chom Thong,13.71233,100.46495,Entire home/apt,1300,2,25,331,5
Chatu Chak,13.80087,100.55589,Entire home/apt,9713,1,32,134,15
Bang Phlat,13.80065,100.50835,Entire home/apt,473,31,2,73,0
Sathon,13.71989,100.55309,Hotel room,750,1,3,86,0
Huai Khwang,13.75154,100.56526,Entire home/apt,1332,365,3,363,0
Khlong Toei,13.71305,100.59204,Entire home/apt,786,28,16,23,2
Phra Nakhon,13.76164,100.49888,Hotel room,2817,1,0,324,0
Phra Nakhon,13.76385,100.49992,Hotel room,3060,1,1,359,0
Phra Nakhon,13.76184,100.49968,Hotel room,3291,1,0,361,0
Phra Nakhon,13.76166,100.49859,Hotel room,3121,1,0,361,0
Phra Nakhon,13.76273,100.49925,Hotel room,3995,1,0,362,0
Phra Nakhon,13.76273,100.49925,Hotel room,3825,1,0,362,0
Huai Khwang,13.77033,100.59075,Private room,2443,3,0,89,0
Ratchathewi,13.74971,100.55657,Entire home/apt,1466,3,81,358,7
Chatu Chak,13.80504,100.57432,Shared room,500,1,1,365,0
Ratchathewi,13.74908,100.55452,Entire home/apt,1613,3,54,353,7
Suanluang,13.70714,100.60708,Entire home/apt,1090,1,1,165,0
Lat Phrao,13.82727,100.59367,Private room,5160,1,0,365,0
Wang Thong Lang,13.79467,100.59497,Entire home/apt,800,30,0,365,0
Phra Nakhon,13.75155,100.50353,Private room,2400,1,1,364,0
Bangkok Yai,13.72885,100.47635,Private room,690,1,0,90,0
Don Mueang,13.94982,100.61614,Private room,7723,1,6,261,1
Vadhana,13.72043,100.59006,Private room,475,1,51,226,0
Bangkok Noi,13.7559,100.483673,Private room,1290,30,2,365,0
Thon buri,13.71226,100.47143,Entire home/apt,999,31,1,365,0
Khlong Toei,13.70762,100.59715,Entire home/apt,2000,1,1,364,0
Huai Khwang,13.75303,100.56501,Entire home/apt,1600,10,82,134,9
Lat Krabang,13.72102,100.71482,Private room,1900,1,0,180,0
Vadhana,13.72055,100.59141,Private room,477,1,50,225,0
Vadhana,13.72051,100.59006,Private room,797,1,46,225,0
Pom Prap Sattru Phai,13.75164,100.51715,Private room,1668,1,0,180,0
Bang Phlat,13.80025,100.51214,Private room,690,1,0,90,0
Huai Khwang,13.75174,100.56477,Entire home/apt,1554,365,2,362,0
Bang Kapi,13.76487,100.6311,Private room,800,1,5,174,0
Huai Khwang,13.78809,100.57448,Private room,735,1,10,358,1
Khlong Toei,13.71763,100.57745,Entire home/apt,2500,3,44,290,9
Huai Khwang,13.75217,100.57825,Entire home/apt,1000,1,1,90,0
Ratchathewi,13.76005,100.5421,Entire home/apt,4744,1,42,332,5
Suanluang,13.74228,100.62171,Private room,12000,365,0,365,0
Ratchathewi,13.75954,100.54179,Entire home/apt,1378,4,11,174,1
Chatu Chak,13.82828,100.53899,Private room,12000,365,0,364,0
Khan Na Yao,13.80421,100.68999,Private room,800,1,0,179,0
Vadhana,13.74268,100.55724,Private room,2597,2,0,82,0
Khlong Toei,13.71731,100.57629,Entire home/apt,2500,3,39,348,10
Vadhana,13.74518,100.55595,Entire home/apt,3018,1,36,318,8
Chatu Chak,13.79733,100.55072,Entire home/apt,850,28,19,126,3
Vadhana,13.74141,100.59363,Private room,1200,1,0,360,0
Vadhana,13.74144,100.59014,Entire home/apt,800,45,5,86,1
Vadhana,13.74124,100.5894,Entire home/apt,1400,21,0,169,0
Vadhana,13.73907,100.5886,Entire home/apt,1450,21,0,163,0
Chatu Chak,13.82455,100.56459,Entire home/apt,990,1,7,324,6
Chatu Chak,13.83416,100.58014,Entire home/apt,2390,1,0,365,0
Thon buri,13.71746,100.48144,Private room,626,2,14,271,4
Phra Nakhon,13.74885,100.49833,Private room,1800,1,58,170,12
Yan na wa,13.69002,100.54189,Entire home/apt,2000,5,1,90,0
Taling Chan,13.77832,100.42637,Private room,2124,1,10,358,1
Phra Khanong,13.68822,100.60863,Entire home/apt,2000,28,0,178,0
Chom Thong,13.66143,100.45299,Private room,1350,1,0,365,0
Thon buri,13.72038,100.48706,Private room,2300,2,1,166,0
Bang Sue,13.82003,100.53581,Private room,2400,1,0,365,0
Khlong San,13.72002,100.50974,Entire home/apt,3163,2,12,175,4
Din Daeng,13.77138,100.57033,Entire home/apt,1499,2,43,348,18
Din Daeng,13.75571,100.5622,Entire home/apt,1309,28,30,95,6
Bang Rak,13.72376,100.53306,Hotel room,3250,1,0,352,0
Parthum Wan,13.73263,100.53001,Private room,1800,30,0,323,0
Parthum Wan,13.7322,100.53185,Private room,1500,30,0,326,0
Suanluang,13.7103,100.60464,Entire home/apt,641,28,70,286,6
Vadhana,13.74416,100.55685,Entire home/apt,7214,1,44,333,13
Bang Na,13.65859,100.63043,Entire home/apt,1290,1,0,179,0
Chatu Chak,13.79895,100.5554,Private room,690,5,0,52,0
Din Daeng,13.77527,100.57027,Entire home/apt,933,1,1,358,0
Bang Kapi,13.75573,100.60993,Private room,3221,2,0,365,0
Khlong Toei,13.72493,100.56729,Hotel room,1757,1,18,361,12
Huai Khwang,13.75123,100.58283,Entire home/apt,1490,2,1,265,0
Khlong Toei,13.70539,100.59444,Entire home/apt,999,14,15,302,1
Phra Nakhon,13.74687,100.49845,Private room,954,1,76,168,16
Pra Wet,13.69713,100.6456,Entire home/apt,750,7,37,101,17
Khlong Toei,13.73656,100.55813,Entire home/apt,1780,1,61,203,7
Chatu Chak,13.84969,100.55959,Entire home/apt,3809,1,0,269,0
Huai Khwang,13.77673,100.58302,Entire home/apt,696,90,40,317,0
Suanluang,13.71214,100.63431,Private room,1540,1,0,365,0
Lat Phrao,13.82251,100.6192,Private room,1890,1,0,30,0
Bang Phlat,13.77195,100.49284,Shared room,399,5,13,169,6
Huai Khwang,13.75232,100.59141,Entire home/apt,801,30,43,328,1
Khlong Toei,13.71644,100.58228,Private room,2600,1,0,365,0
Vadhana,13.7399,100.56185,Entire home/apt,1880,30,2,365,0
Bang Khen,13.86411,100.61405,Private room,2600,1,0,365,0
Vadhana,13.73906,100.58881,Entire home/apt,1400,21,2,143,2
Ratchathewi,13.74902,100.55495,Hotel room,1000,28,82,146,4
Vadhana,13.73121,100.57474,Entire home/apt,3571,30,1,91,0
Vadhana,13.74347,100.55083,Entire home/apt,5041,1,3,351,2
Khlong San,13.71957,100.49684,Entire home/apt,1212,2,48,322,7
Phra Khanong,13.69067,100.6038,Entire home/apt,1750,1,9,1,5
Don Mueang,13.94961,100.6158,Private room,3360,1,23,176,0
Don Mueang,13.9063,100.57919,Private room,450,1,0,181,0
Lak Si,13.89475,100.58161,Entire home/apt,680,1,26,329,10
Khlong Toei,13.71717,100.57603,Entire home/apt,2600,2,33,257,15
Phra Nakhon,13.761634,100.499367,Private room,4620,1,0,357,0
Khlong San,13.71974,100.49463,Entire home/apt,1108,2,21,168,4
Sai Mai,13.89949,100.68081,Entire home/apt,2800,1,0,88,0
Khlong Toei,13.72349,100.57645,Entire home/apt,1519,2,19,63,19
Khlong Toei,13.70507,100.59376,Entire home/apt,800,28,7,339,0
Din Daeng,13.75709,100.56251,Entire home/apt,1500,28,30,143,0
Bang Na,13.67407,100.60534,Entire home/apt,3000,15,3,179,0
Ratchathewi,13.75817,100.54233,Hotel room,1871,1,0,122,0
Phra Nakhon,13.761634,100.499367,Private room,4180,1,0,357,0
Phra Nakhon,13.761634,100.499367,Private room,3850,1,2,358,2
Phra Nakhon,13.761634,100.499367,Private room,3410,1,4,357,4
Vadhana,13.73713,100.58222,Entire home/apt,8000,1,6,172,2
Vadhana,13.74353,100.55745,Entire home/apt,2742,1,11,85,7
Huai Khwang,13.79227,100.57494,Entire home/apt,1042,1,7,83,0
Vadhana,13.72275,100.60284,Entire home/apt,574,1,130,331,29
Suanluang,13.70576,100.60725,Entire home/apt,975,30,0,271,0
Khlong Toei,13.71294,100.58077,Entire home/apt,796,3,10,35,6
Khlong Toei,13.71076,100.57945,Entire home/apt,927,3,2,323,1
Chatu Chak,13.79748,100.55449,Entire home/apt,950,28,47,126,5
Khlong San,13.71912,100.50325,Entire home/apt,6000,1,5,325,2
Din Daeng,13.7607,100.55766,Shared room,800,1,0,180,0
Khlong Toei,13.7127,100.57947,Private room,927,3,11,327,4
Khlong Toei,13.71283,100.57935,Entire home/apt,995,3,7,355,5
Din Daeng,13.75658,100.56354,Entire home/apt,1671,5,37,327,22
Yan na wa,13.6762,100.54444,Private room,599,183,5,365,0
Khlong Toei,13.706988438032846,100.5931130197535,Entire home/apt,2040,3,40,302,13
Khlong San,13.718232154846191,100.50093841552734,Entire home/apt,14943,1,7,311,4
Khlong Toei,13.71356,100.58543,Entire home/apt,770,2,26,58,19
Bang Rak,13.72577,100.52169,Entire home/apt,1029,1,39,151,19
Thon buri,13.71564,100.48142,Entire home/apt,2600,1,0,365,0
Vadhana,13.74674,100.5584,Entire home/apt,1585,30,64,49,11
Pra Wet,13.69222,100.644,Hotel room,1311,1,1,235,1
Ratchathewi,13.75765,100.52134,Entire home/apt,1200,2,21,84,0
Bang Rak,13.72624,100.52188,Entire home/apt,1039,1,22,157,7
Ratchathewi,13.75528,100.54156,Entire home/apt,799,30,0,365,0
Vadhana,13.72107,100.58731,Entire home/apt,12000,1,2,365,0
Sathon,13.7129,100.51442,Entire home/apt,767,2,10,117,4
Ratchathewi,13.75631,100.53023,Private room,784,1,9,85,1
Vadhana,13.7378,100.58293,Entire home/apt,967,1,26,328,16
Huai Khwang,13.77676,100.58294,Entire home/apt,698,360,47,364,0
Vadhana,13.7384,100.56134,Entire home/apt,1627,14,47,97,13
Khlong Toei,13.70514,100.59403,Entire home/apt,843,2,16,235,4
Bang Khun thain,13.63361,100.44013,Entire home/apt,1200,60,1,29,0
Huai Khwang,13.77821,100.57539,Hotel room,1800,5,7,253,4
Chatu Chak,13.842,100.57298,Private room,1456,1,0,179,0
Don Mueang,13.92367,100.58592,Private room,589,1,0,85,0
Khlong Toei,13.72059,100.58355,Entire home/apt,1450,21,4,111,0
Pra Wet,13.69218,100.64561,Hotel room,1691,1,4,118,1
Ratchathewi,13.75119,100.55484,Entire home/apt,1114,30,77,126,5
Bang Sue,13.81768,100.53201,Entire home/apt,3000,1,45,146,10
Pra Wet,13.72751,100.70328,Entire home/apt,2400,1,1,365,1
Khlong Toei,13.72488,100.56816,Entire home/apt,1682,1,31,148,8
Vadhana,13.73907,100.55917,Entire home/apt,2231,1,55,129,17
Khlong Toei,13.73907,100.55403,Entire home/apt,1150,1,77,293,17
Bang Sue,13.83094,100.52761,Entire home/apt,799,1,0,181,0
Dusit,13.77723,100.52082,Private room,1300,1,3,24,1
Khlong Toei,13.73816,100.55685,Entire home/apt,1840,5,46,151,21
Phra Nakhon,13.7622,100.5027,Private room,500,1,0,328,0
Ratchathewi,13.75027,100.55457,Entire home/apt,1200,30,86,146,2
Huai Khwang,13.78316,100.5743,Entire home/apt,493,1,13,365,0
Phra Nakhon,13.76119,100.50195,Private room,12000,1,10,356,1
Vadhana,13.72945,100.5725,Private room,790,1,29,339,13
Vadhana,13.72209,100.58444,Entire home/apt,1732,14,10,120,6
Chom Thong,13.68669,100.47652,Entire home/apt,4500,1,0,365,0
Ratchathewi,13.75503,100.5624,Entire home/apt,2000,7,0,173,0
Phasi Charoen,13.73852,100.42466,Entire home/apt,2078,1,2,365,0
Thon buri,13.71718,100.48145,Private room,2600,1,0,179,0
Vadhana,13.73532,100.58771,Private room,8000,1,19,41,0
Vadhana,13.73886,100.57272,Entire home/apt,2800,1,3,361,0
Khlong Toei,13.73454,100.55725,Entire home/apt,1986,10,71,110,7
Lat Krabang,13.72437,100.75417,Private room,861,1,1,149,0
Vadhana,13.72188,100.5855,Entire home/apt,1801,15,6,152,0
Chom Thong,13.67845,100.46977,Entire home/apt,800,30,0,179,0
Bang Kapi,13.74585,100.60668,Entire home/apt,1199,3,34,326,13
Ratchathewi,13.75031,100.55648,Entire home/apt,1466,3,50,361,1
Phaya Thai,13.77643,100.54061,Entire home/apt,1800,5,0,178,0
Khlong Toei,13.7214,100.57303,Entire home/apt,1000,3,46,321,28
Sathon,13.71696,100.52969,Entire home/apt,700,1,103,278,34
Phaya Thai,13.78915,100.5466,Entire home/apt,1000,20,1,130,0
Din Daeng,13.78632,100.57027,Private room,800,1,0,365,0
Din Daeng,13.78636,100.5702,Private room,1100,1,0,365,0
Din Daeng,13.78699,100.57088,Private room,1157,1,0,365,0
Din Daeng,13.78636,100.5702,Hotel room,350,1,1,364,0
Vadhana,13.7433,100.5577,Entire home/apt,3018,1,43,340,7
Huai Khwang,13.75978,100.57072,Entire home/apt,3829,1,63,85,13
Huai Khwang,13.74694,100.59434,Entire home/apt,450,28,10,217,5
Din Daeng,13.76003,100.56424,Entire home/apt,1500,30,45,146,2
Yan na wa,13.68035,100.52691,Entire home/apt,1390,1,3,149,1
Yan na wa,13.67959,100.52784,Entire home/apt,900,1,28,159,8
Vadhana,13.74265,100.5843,Private room,900,1,0,330,0
Bueng Kum,13.83028,100.63751,Private room,890,2,0,365,0
Ratchathewi,13.74914,100.5545,Entire home/apt,1200,28,73,304,2
Khlong Toei,13.70421,100.59991,Entire home/apt,843,2,31,223,21
Bang Rak,13.72576,100.53846,Entire home/apt,3800,30,10,287,1
Khlong Toei,13.71631,100.58082,Private room,2000,3,0,89,0
Dusit,13.78485,100.50896,Entire home/apt,9900,1,0,355,0
Bang Kho laen,13.69938,100.52512,Entire home/apt,790,100,1,364,0
Chatu Chak,13.7988,100.55135,Entire home/apt,1129,20,20,105,6
Lat Krabang,13.72158,100.7241,Private room,1500,1,0,362,0
Khlong Toei,13.724329094871129,100.5660251529175,Entire home/apt,1608,1,4,75,4
Khlong Toei,13.725996971130373,100.56702423095705,Entire home/apt,1558,1,23,72,9
Ratchathewi,13.75121,100.55578,Entire home/apt,2527,3,50,359,9
Ratchathewi,13.74907,100.55652,Entire home/apt,2527,3,30,358,1
Lat Krabang,13.72531,100.75437,Private room,990,1,4,241,1
Khlong Toei,13.704985,100.600471,Entire home/apt,843,2,45,112,17
Khlong Toei,13.7247,100.56535,Entire home/apt,3238,14,3,152,2
Khlong Toei,13.70723,100.59872,Private room,871,7,1,323,0
Din Daeng,13.78324,100.57066,Entire home/apt,443,1,17,350,0
Bang Rak,13.73167,100.52123,Private room,2600,1,0,180,0
Din Daeng,13.78636,100.5702,Shared room,350,1,0,364,0
